3297.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.944394,964.000000,44.000000,-1.000000
3297.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.930858,756.000000,292.000000,-1.000000
3297.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.837108,336.000000,184.000000,-1.000000
3297.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.814725,916.000000,188.000000,-1.000000
3297.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.811743,328.000000,204.000000,-1.000000
3297.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.795082,912.000000,204.000000,-1.000000
3297.000000,7.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.777749,596.000000,52.000000,-1.000000
3297.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.667680,288.000000,216.000000,-1.000000
3297.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.614657,324.000000,192.000000,-1.000000
3298.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.939010,964.000000,44.000000,-1.000000
3298.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.950909,756.000000,292.000000,-1.000000
3298.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.827376,344.000000,188.000000,-1.000000
3298.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.845859,916.000000,188.000000,-1.000000
3298.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.767040,332.000000,200.000000,-1.000000
3298.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.780896,904.000000,212.000000,-1.000000
3298.000000,7.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.965983,596.000000,52.000000,-1.000000
3298.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.948240,288.000000,220.000000,-1.000000
3298.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.747740,328.000000,192.000000,-1.000000
3299.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.825009,960.000000,48.000000,-1.000000
3299.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.908459,756.000000,292.000000,-1.000000
3299.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.673005,340.000000,188.000000,-1.000000
3299.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.625740,916.000000,188.000000,-1.000000
3299.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.749580,328.000000,192.000000,-1.000000
3299.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.652825,904.000000,208.000000,-1.000000
3299.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.904762,284.000000,220.000000,-1.000000
3299.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.677468,336.000000,180.000000,-1.000000
3300.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.826826,964.000000,48.000000,-1.000000
3300.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.946297,752.000000,296.000000,-1.000000
3300.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.593704,348.000000,196.000000,-1.000000
3300.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.861401,912.000000,192.000000,-1.000000
3300.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.922128,284.000000,224.000000,-1.000000
3300.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.752133,340.000000,180.000000,-1.000000
3301.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.898671,964.000000,52.000000,-1.000000
3301.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.904490,748.000000,300.000000,-1.000000
3301.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.767456,352.000000,196.000000,-1.000000
3301.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.659546,912.000000,192.000000,-1.000000
3301.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.658653,276.000000,224.000000,-1.000000
3301.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.761311,344.000000,168.000000,-1.000000
3301.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.749580,336.000000,184.000000,-1.000000
3301.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.652825,904.000000,200.000000,-1.000000
3302.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.879796,744.000000,300.000000,-1.000000
3302.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.766219,344.000000,196.000000,-1.000000
3302.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.809047,276.000000,228.000000,-1.000000
3302.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.684652,340.000000,168.000000,-1.000000
3302.000000,5.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.676801,340.000000,180.000000,-1.000000
3302.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.759197,904.000000,200.000000,-1.000000
3303.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.893478,748.000000,300.000000,-1.000000
3303.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.785611,348.000000,196.000000,-1.000000
3303.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.893245,280.000000,232.000000,-1.000000
3303.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.789134,344.000000,172.000000,-1.000000
3303.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.693787,904.000000,196.000000,-1.000000
3303.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.898671,968.000000,56.000000,-1.000000
3303.000000,4.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.659546,916.000000,192.000000,-1.000000
3304.000000,2.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.838254,744.000000,300.000000,-1.000000
3304.000000,3.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.820970,348.000000,196.000000,-1.000000
3304.000000,8.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.736635,280.000000,232.000000,-1.000000
3304.000000,9.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.766298,348.000000,172.000000,-1.000000
3304.000000,6.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.796466,908.000000,200.000000,-1.000000
3304.000000,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.761063,972.000000,60.000000,-1.000000
